author,link,date,complete_text,share_count,comment_count,reaction_count
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02DWFcYrtvQskt7qmwi7qkeC2Fqy28rkTCkj7RgypNBSKDoRgWMyy2K9XU9bFF8VaSl&id=100095001407478&__cft__[0]=AZWzNR_PmQN-q1vvddnvoVcRS07ZsOG8X_w7jY0V_BgXOU4tv81n_DtXPrNLG5QZW3_kXjXtzusXfol8O3cCaVqtR-9Ic4jmc543wGAIPJwNE1WSRsM2fpU9DhRCZpD-RTA29VYaNW2rBefrX4RZI96Mf-DrA6xPazJfgvquJ6-HlEMZfZxZODtxv4ZpHcK1IF4&__tn__=%2CO%2CP-R,2023-07-29 13:30:00,"BalakONG ada ONG!
Dengan rendah diri, saya Wayne Ong Chun Wei memohon diberikan peluang untuk berkhidmat kepada rakyat di Balakong.
Saya mungkin muka baharu dan mempunyai usia yang agak muda tetapi telah lama saya berkhidmat kepada rakyat.
Pengalaman saya sebagai Ahli Majlis dan Setiausaha Politik YB Ng Sze Han iaitu ADUN Kinrara telah melatih saya untuk menyelesaikan masalah rakyat.
Saya akan sentiasa bersama rakyat dan berkhidmat sedaya upaya untuk Balakong.
Ini adalah komitmen saya.
Waranti 5 tahun!
无拉港是我家，
保雪州靠大家！
嗨，大家好！让我以真挚的心正式介绍自己。
我是王俊伟，希盟无拉港州议席候选人。
我是个年轻的新人，但已过去10年投入了社会服务工作，我曾是雪邦市议员、雪州行政议员兼原任金銮区州议员黄思汉秘书，累积了丰富的行政和服务经验。
这次我带着使命和希望，来到无拉港希望能和人民一起，打造更好的无拉港！
#balakongadaong
",15 comments,46 shares,"{'Like': 180, 'Love': 13}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid06e5CsvPhAo7UAR6o1ed8mFy2n2N6xmxn9xN55pHF4LhVEgbvmrequNSgynUqgTYAl&id=100095001407478&__cft__[0]=AZV2yQ723BafwhzDqBLyH_KYxUDIjOa-BYnbeOoQUWwCxcCHhZ0TMPd_aOAHxzj5SV0dggUTXgaJgLjh-D2nkvIXOgRIrVb0XBNfU3U74DllOr6rOErUzNzSfFYm9_EPZPYD_LAx2lEuQhFP8diYjBwteMN_eruBQQhOKLh8PGlBBpa8BMgl4nnG5VDQzp6YPdQ&__tn__=%2CO%2CP-R,2023-07-29 11:30:00,"Dengan sokongan dan doa yang disampaikan oleh para penyokong dan teman-teman Kerajaan Perpadauan, hari ini saya berjaya dicalonkan sebagai Calon Pakatan Harapan bagi N27 Balakong. Nama saya Wayne Ong Chun Wei. Salam hormat.
在希盟支持陪同下，我-王俊伟成功提名成为无拉港州议席候选人！虽然有少许紧张，但心里是满满的感恩！接下来，我将正式展开竞选活动，选民们我来了啦！
",9 comments,18 shares,"{'Like': 129, 'Love': 7}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0pW9CD545T2Pe3EiGuysQnPzGp2jYs1gpwpXkwQ3MFJBR663TesbRLSqmtGL44QmJl&id=100095001407478&__cft__[0]=AZXFwfavF9iS4nxXuCQuEqTnt3_Ztql3I_S8bFBHGMefN-Bvg7Tlt9JOAkTlxlOJDaTTCJeTwpjGdZpLACP9cLAVEZFx_za6fLJlWh7HKtgSSysVfzspRt4LsrPYBBSGJVvOqa8Atc-uRcjnHuH__pqM2utL_wip4gVq49wfuIJWmeJerFAh-xdUlMg-MkgCot-wYp--3vSQ2SEy_O9c_hso&__tn__=%2CO%2CP-R,2023-07-29 09:54:00,"Thank you to everyone who came out, supported me at the Candidate Naming Session today.
I am touched to see so many people here.
To all people in Balakong, don't forget to go down and vote this August 12!
Balakong has an ONG!
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
Penamaan Calon Harapan DUN Balakong dan DUN Sg Ramal, Selangor.
#KitaSelangor
",5 shares,N/A,{'Like': 49}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02mPBPS2ZMi5xRQCuiAinQtWSFnXiFC26DGzxrQbRxsNJLPyBqH1xw79EtRbkqjtkul&id=100095001407478&__cft__[0]=AZVocWFFQ5gv4rfQg-_sR6bYrPJ1slC2rNzKdf7FVbn5KHYpd5FdO9rDMsBWe1rwhUgqvKl8YdVK_M0QsJpklHRSC8EPdP7Vz5byhQbCrLYPqogN-HtXeAk8r2EwogL1YbN-zCJnpxQZaat9MdJOkKkNRDyd8C4FtpfYkahOsDg0bJgX1RKpdjfjPCVyhpOWpMI&__tn__=%2CO%2CP-R,2023-07-29 00:26:00,"Salam sejahtera. Salam perkenalan.
Saya, Wayne Ong Chun Wei, merupakan calon Harapan anda bagi Pilihan Raya Negeri (PRN) Selangor, N27 Balakong
Berikut merupakan jadual saya sepanjang Hari Penamaan Calon. Jumpa anda di sana
#MalaysiaMadani #KitaSelangor #BalakongAdaOng #N27 #Balakong #N27Balakong #PRNSelangor
",6 comments,13 shares,{'Like': 79}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0yyo9s6dmwDyBX5QyQb62Dny2PB2YSYFSwER8jvN5wrCx1CBAAWyxiqg7XeeSGZktl&id=100095001407478&__cft__[0]=AZWUVXGb0bbCi07NcodhdF4VZlW3L2GLMJFqHUsgOyzgHWo1b1G55UQ6XGg2Ie-hHh_XppEPNFZHKd0gnNwu35xjfgbEi0T4JeMYwMGV_GEjhBgMduUWm8XWoTGUGVsV76i8vk14I3IH6i_bvhLCNVGIT5kBsZnjHTMHurwCtnFeHJJ9ozLOpmIQ3dFGNaFRj6I&__tn__=%2CO%2CP-R,2023-07-28 20:50:00,"Let's come in numbers to the Launching Ceremony of the Movement Room N27 Balakong tomorrow night.
",3 comments,9 shares,{'Like': 48}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02KVKdfhoaw4eTPCXSdT9ZXWoAouPvzFYMHmZgKaeYkXh2QSQSWuDERSkrCbYAYRBKl&id=100095001407478&__cft__[0]=AZWP7Rqjir3MRFnkRknzxxoznNeMw6G8jhXxBT-SDcwJaSjPwcG7_e_xGlARLS08D5Aef8Jy7AGJbDFLRMmYZGQNXlHm50lvlsfgNdVeBBWlKy2_xYNGsrKgd7ZUuFfS_L89s2u_ZJK8v1gwQQZfp4Jdcoui1HonmyKKhAdsPGJQOFognfnxAb3smK8afvNRXD4&__tn__=%2CO%2CP-R,2023-07-28 19:00:00,,N/A,N/A,"{'Like': 8100, 'Love': 4, 'Haha': 4600}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0zR8gg7jVKGKmgGaEgTNTr2Kb6zcASsiJF3P6LNePqx3YiEp2mw3UFubnyo8AgLMhl&id=100095001407478&__cft__[0]=AZUfA4T_gptf0f9UXyj04J29WlYlP2a4SIXyC1zor3iUULqZXG4ks2Fot-ETG_JvJ_na9aJmxjBtMB6EoMHngU0YQLKdY4VgDTda479PuGj_2wxMuvFLuh1ye-MCcP49ARNgFARsshwiMTTspulfRcsFqQnsMBPrjnsN9b3RoAaYCDBlWGrLo11c4YopNPBaKjU&__tn__=%2CO%2CP-R,2023-07-28 17:15:00,"Jom. Jumpa di Pejabat Daerah dan Tanah Hulu Langat untuk Hari Penamaan bersama bakal calon Pakatan Harapan N27 DUN Balakong, Wayne Ong Chun Wei.
",9 comments,8 shares,{'Like': 84}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02uHkcPo3v6XjsokmYMAVfrL9H8ie2cphQRYGnMCQ9c3ryGYrJxH9aGujgYj4ubN7Ql&id=100095001407478&__cft__[0]=AZXFCgcSYDkl44HpuhmjUbQlcncDpPG7TSooeYpIMJFPmWIQp7-EulIyMswM4ivSniS1fUdtHjxbjRBzwx_levI3hf4YsYf8MTKUCpumQcNRmvPFTT3NZMfxmtmgKIo7IzeIGlmZn33Sv7c3_VAKll11ObXiS7GJ8m_Cr8ZMQSx6rCTgENa-MnGLTOaRlZWsX2U&__tn__=%2CO%2CP-R,2023-07-28 00:13:00,"蕉赖11里新村我常去，但这次去感觉很不同。
以前因为新村事务，见村长村委，协助处理和解决问题；这次被村长带去居民休闲聊天的地方，介绍我给大家认识，虽然逗留不久，但聊得很开心！
",8 comments,13 shares,{'Like': 90}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid02HjYCL42jXmS2uzAwcH9YA3EnWeJTEba1fESx16NLeWZsaQXTRmFotCRBy3eBy6ail&id=100095001407478&__cft__[0]=AZUfiDFW3A_f94ee5YECe8Z_UOK8KK7MJUDJrJmWEzZ3TyEyD0Zo3wXXOexRDElb3zSzmPvQA99_WJQrLV33elVnvvXXQo_XEAHIaIBWdjD5Noq1AYJs9hBwZOy17QdHXMNerY6Nn_oJktmAXBmIpD9DFHTYV-dtf8mpnRkKDK-qbCedxZR6xImOpeBNL5Fiu5Y&__tn__=%2CO%2CP-R,2023-07-26 22:48:00,"Sekitar penyediaan pembukaan Bilik Gerakan Utama Pilihan Raya DUN Balakong Pakatan Harapan. Berganding bahu, demi Balakongku.
竞选行动室有落脚处咯！
等我们设置好装备，布置好空间，就会正式“开张”！（到时候再给大家location）
",1 comment,4 shares,"{'Like': 55, 'Love': 5}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid0yRFZnhiwHFNLoNcuTndru1Wxbgp2g18JAGP7nD27P8fhbiasxiG8W8h8KsmbDh2ml&id=100095001407478&__cft__[0]=AZWN8Q3KJx4su_K8kCY-69L9fdYeab77QuYI-Rxz9kyPZKOxnQ1i-lMot-BACts0eDpzJ-uUA1ielzYkSItAyUkIB-fvQ8p_WnVb1hzK1iLYosoxhOPaAgaWSuIZYheCg4yFYC-zcifLrOUxrLLW4gWwW0LaKiz8_0cMpH-fKsh_6JvmknhjnhjcYgA-sl4YD70&__tn__=%2CO%2CP-R,2023-07-26 10:44:00,"各位前辈、同志，你们好，我是王俊伟！
昨天在无拉港行动党支部交流晚宴上，我是这么介绍自己的。
我是新人，希望今后可以融入大家，和大家一起并肩作战，捍卫行动党在无拉港的议席！我们一起加油努力！！
Sekitar sesi suai kenal bersama ahli-ahli DAP tempatan. Saya rasa gembira dan terharu dengan sambutan mesra daripada rakan-rakan seperjuangan saya. Hi Balakong, saya Wayne Ong Chun Wei. Selamat berkenalan.
",7 comments,11 shares,"{'Like': 97, 'Love': 10}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=pfbid033cF54R7KUBJYrfY7mr1FfJX1Gd2pPPBbVQFXN178SXAUKHn8rRVEHw6hfrJr1qmnl&id=100095001407478&__cft__[0]=AZWNSHggIdRXeawSTDV97Bbb_sSflbeWkq1ztJdUY05Uhfw6EnrFsYj-43b5GIN5yG1fvdHHefnQDzLqkJxI9y7BnWWRuIHZaCRVhi6R3DhA902vNOG7wk9zvslGnEcuYOFwtYwFCuBmFlYSg6rYDQm_euc3V7tdW7uvUn5Rwsv1k56s0m1m4FzoQlcgJPS_FlQ&__tn__=%2CO%2CP-R,2023-07-25 16:46:00,"I am happy and blessed to be given the opportunity to participate in the Selangor State Election as a prospective candidate for Balakong Municipal Council.
This is an important platform for me as a youth to bring the voice of the youth and build political thinking for the youth who are also an important aspect in the context of the development of the country.
I will utilize my experience as Councillor, Senior Secretary to Exco Selangor to serve the community of DUN Balakong.
Greetings Balakong, I'm Wayne Ong Chun Wei
When I learned that I had been nominated by the party as the candidate of the Port of nola, I was very happy As a young man, my experience as a confidential secretary next to the city council and Selangor Executive Councillor Huang Sihan is deeply imprinted in my heart.
DAP has given me this precious opportunity to feel their value and trust in young people. My role as the leader of the Xuezhou Social Youth League has made me feel more deeply about the power and responsibility of youth.
This nomination is not only a recognition of my personal abilities, but also a support for my strong convictions.
Now I want to say, #hellono port !
",50 comments,36 shares,"{'Like': 181, 'Love': 10}"
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=110361908807189&id=100095001407478&substory_index=286887543921221&__cft__[0]=AZWy2lk0i1xnl3zxo9N9YyIvtAUjzzkw0c9LIVmJ9NkUZnQiSUDKqdW9lvsrfKQE_YHzYnIx5gc4FBif3c1uhRlM9Nw1jAEGvYJMAin5QSvlTqi1N30Mo7Tae8Kmi8DkHklWm4i6mCRYTJmTTOtxfCMNXNiU55ZJta0TIkl6neqQzm52EIT9ZxEwQ2GHCWw_ejM&__tn__=%2CO%2CP-R,2023-07-25 16:23:00,,12 comments,1 share,{'Like': 151}
Wayne Ong Chun Wei,https://www.facebook.com/permalink.php?story_fbid=583216040673219&id=100095001407478&substory_index=583216040673219&__cft__[0]=AZWDOSa_SvoCEdiLf7MyxBa-umQyQG6AyyO_U9HLIHGmHESFJgVVv1n_VBg9lMCCi-eA4TVxzoDIEaiZl8VzbVjcrx6YyzwQZW6n0YA349q0Pn8iRvsjiqw9bUYpJQlAC1z3zZDmaqz7KCKl2oKgHTEzVw9ULvuxTNh6ymvNikZgF3BzsTDjR3In_l6eHOqzfb8&__tn__=%2CO%2CP-R,2023-07-25 15:34:00,,1 comment,1 share,"{'Like': 58, 'Love': 4}"
